,colour,data
110,Blue,"[[7.288517, -0.37432191, -0.63850296, 3.0, 5.0], [7.3388906, -0.40259883, -0.64303505, 0.0, 5.0], [7.2594829, -0.29410911, -0.89208364, 1.0, 4.0], [7.2385798, -0.31857482, -0.88964629, 11.0, 4.0], [7.2394071, -0.34393448, -0.88989002, 20.0, 4.0], [7.2282495, -0.36869696, -0.88867134, 27.0, 4.0], [7.2407942, -0.39468235, -0.89037746, 21.0, 4.0], [7.2432618, -0.42144912, -0.89086497, 10.0, 4.0]]"
111,Blue,"[[5.3113165, 0.62393844, -0.65663213, 8.0, 4.0], [5.3075452, 0.6047191, -0.6559009, 29.0, 4.0], [5.3175159, 0.58706111, -0.65687585, 35.0, 4.0], [5.3116374, 0.56765074, -0.6559009, 15.0, 4.0], [5.2513404, 0.6550222, -0.83817595, 6.0, 3.0], [5.2534838, 0.63760304, -0.83817595, 17.0, 3.0], [5.2576389, 0.6194908, -0.83848882, 29.0, 3.0], [5.2578073, 0.60091126, -0.83817595, 37.0, 3.0], [5.2657628, 0.58320791, -0.83911461, 39.0, 3.0], [5.2638378, 0.56440079, -0.83848882, 27.0, 3.0], [5.2698011, 0.54551208, -0.83911461, 14.0, 3.0], [5.2756042, 0.52750784, -0.83974028, 3.0, 3.0]]"
112,Blue,"[[1.9301829, 1.7823701, -0.41611573, 7.0, 3.0], [1.9375391, 1.7772944, -0.4164286, 29.0, 3.0], [1.9487423, 1.7620592, -0.41611573, 55.0, 3.0], [1.9504712, 1.7512872, -0.41517711, 78.0, 3.0], [1.9491999, 1.7378956, -0.41361275, 51.0, 3.0], [1.964128, 1.738938, -0.41549, 32.0, 3.0], [1.9535607, 1.8707811, -0.62446415, 4.0, 1.0], [1.9064174, 1.8129196, -0.60736787, 7.0, 1.0], [1.8946269, 1.7885301, -0.60151911, 16.0, 1.0], [1.9065098, 1.7984912, -0.50946003, 1.0, 2.0], [1.8983252, 1.7789093, -0.60061932, 25.0, 1.0], [1.9242388, 1.8025624, -0.51251298, 10.0, 2.0], [1.9013608, 1.7699494, -0.59971952, 30.0, 1.0], [1.9218949, 1.7878109, -0.51022327, 36.0, 2.0], [1.9413079, 1.8052394, -0.41987014, 1.0, 3.0], [1.8903559, 1.7474275, -0.59432071, 34.0, 1.0], [1.9278126, 1.7814282, -0.51022327, 55.0, 2.0], [1.8932699, 1.7385125, -0.59342092, 41.0, 1.0], [1.9282328, 1.7693791, -0.50869679, 60.0, 2.0], [1.8451637, 1.6836854, -0.6693061, 4.0, 0.0], [1.9022065, 1.7345198, -0.59432071, 46.0, 1.0], [1.9224827, 1.7523942, -0.50564384, 64.0, 2.0], [1.9466515, 1.773181, -0.41705433, 43.0, 3.0], [1.8341403, 1.6613486, -0.6630944, 6.0, 0.0], [1.9068044, 1.7265615, -0.59387082, 60.0, 1.0], [1.9216133, 1.7387503, -0.50373578, 72.0, 2.0], [1.8413653, 1.6562277, -0.66361207, 7.0, 0.0], [1.9131204, 1.7195606, -0.59387082, 91.0, 1.0], [1.9349734, 1.7385924, -0.50564384, 76.0, 2.0], [1.8456939, 1.6485034, -0.6630944, 7.0, 0.0], [1.9191107, 1.7128725, -0.59387082, 53.0, 1.0], [1.9424951, 1.733135, -0.50602549, 70.0, 2.0], [1.8658905, 1.6548687, -0.66827077, 5.0, 0.0], [1.9265362, 1.7074561, -0.59432071, 40.0, 1.0], [1.9514722, 1.7289469, -0.50678873, 61.0, 2.0], [1.9412622, 1.7084451, -0.59702015, 36.0, 1.0], [1.9574958, 1.7221241, -0.50678873, 55.0, 2.0], [1.9820552, 1.7425051, -0.41799295, 19.0, 3.0], [1.9574862, 1.7106344, -0.60016948, 29.0, 1.0], [1.9664513, 1.7178651, -0.50755197, 45.0, 2.0], [2.0119362, 1.7563607, -0.42299888, 1.0, 3.0], [1.9649169, 1.7050686, -0.60061932, 23.0, 1.0], [1.9857837, 1.7225682, -0.51098651, 25.0, 2.0], [1.9738098, 1.7007427, -0.60151911, 17.0, 1.0], [2.0007091, 1.7233139, -0.51327622, 1.0, 2.0], [1.9975022, 1.7090468, -0.60691798, 8.0, 1.0]]"
113,Blue,"[[7.0118532, -1.5634805, -0.88209039, 11.0, 4.0], [6.9928012, -1.5848755, -0.88038421, 27.0, 4.0], [6.9855728, -1.6076106, -0.88014042, 11.0, 4.0], [6.9514461, -1.4712362, -1.1253897, 6.0, 3.0], [6.9443369, -1.4950768, -1.1250768, 12.0, 3.0], [6.9024119, -1.5112803, -1.1191323, 22.0, 3.0], [6.8970952, -1.5353651, -1.1191323, 30.0, 3.0], [6.8994002, -1.561175, -1.1203837, 38.0, 3.0], [6.888133, -1.5839207, -1.1194451, 28.0, 3.0], [6.8905382, -1.6085502, -1.1206967, 21.0, 3.0], [6.88901, -1.632302, -1.1213224, 12.0, 3.0], [6.9024754, -1.6609607, -1.124451, 8.0, 3.0], [6.9388523, -1.6953592, -1.1313342, 1.0, 3.0]]"
114,Blue,"[[1.8572336, 1.6982665, -0.39859506, 1.0, 3.0], [1.8716282, 1.700068, -0.40047228, 6.0, 3.0], [1.8687495, 1.6855863, -0.39859506, 27.0, 3.0], [1.8775654, 1.6816883, -0.39922079, 50.0, 3.0], [1.8730923, 1.6659341, -0.39703071, 57.0, 3.0], [1.881857, 1.6620013, -0.39765644, 100.0, 3.0], [1.8921028, 1.6593291, -0.39859506, 59.0, 3.0], [1.8904339, 1.6462294, -0.39703071, 37.0, 3.0], [1.8991576, 1.6422039, -0.39765644, 24.0, 3.0], [1.91537, 1.644572, -0.39984655, 7.0, 3.0], [1.7806392, 1.6196893, -0.64497709, 15.0, 0.0], [1.7860001, 1.613776, -0.64497709, 21.0, 0.0], [1.8098093, 1.5899571, -0.64549476, 25.0, 0.0], [1.8153487, 1.5836295, -0.64549476, 25.0, 0.0], [1.8563656, 1.7353348, -0.58667237, 6.0, 1.0], [1.7706567, 1.6448215, -0.64756525, 7.0, 0.0], [1.8267065, 1.695699, -0.57542485, 15.0, 1.0], [1.8492438, 1.7160207, -0.49037915, 1.0, 2.0], [1.7849078, 1.6464895, -0.65067112, 9.0, 0.0], [1.8268827, 1.6840293, -0.57362527, 24.0, 1.0], [1.8581102, 1.7122153, -0.49114239, 7.0, 2.0], [1.7877949, 1.6376396, -0.64963585, 12.0, 0.0], [1.8356253, 1.6802732, -0.57452506, 30.0, 1.0], [1.8452463, 1.6884899, -0.48618135, 25.0, 2.0], [1.8426287, 1.6754882, -0.57497495, 37.0, 1.0], [1.8569416, 1.6873192, -0.48770785, 52.0, 2.0], [1.8441265, 1.6651285, -0.57362527, 41.0, 1.0], [1.8464961, 1.6666814, -0.48351002, 54.0, 2.0], [1.7988122, 1.6139821, -0.64756525, 24.0, 0.0], [1.8412225, 1.6508751, -0.57092583, 47.0, 1.0], [1.856688, 1.6641573, -0.4846549, 63.0, 2.0], [1.8044347, 1.6076936, -0.64756525, 25.0, 0.0], [1.842608, 1.6405498, -0.56957608, 54.0, 1.0], [1.861019, 1.6563613, -0.48427325, 66.0, 2.0], [1.8114831, 1.6026649, -0.64808291, 26.0, 0.0], [1.846863, 1.6328176, -0.56912625, 85.0, 1.0], [1.8594342, 1.6433539, -0.48236516, 72.0, 2.0], [1.8540163, 1.627646, -0.56957608, 65.0, 1.0], [1.8681103, 1.6394436, -0.4831284, 68.0, 2.0], [1.8640922, 1.6250073, -0.57092583, 47.0, 1.0], [1.8753023, 1.634202, -0.48351002, 64.0, 2.0], [1.8267065, 1.5823419, -0.64756525, 22.0, 0.0], [1.8727003, 1.6210407, -0.57182562, 42.0, 1.0], [1.8943571, 1.6392072, -0.48694456, 58.0, 2.0], [1.835147, 1.5784768, -0.64860052, 19.0, 0.0], [1.8724365, 1.6094124, -0.57002604, 36.0, 1.0], [1.9045335, 1.6364244, -0.48808944, 50.0, 2.0], [1.8400967, 1.5727041, -0.64860052, 14.0, 0.0], [1.8848923, 1.6098505, -0.57227552, 29.0, 1.0], [1.9096648, 1.6304334, -0.48808944, 34.0, 2.0], [1.8411567, 1.5625207, -0.64704764, 9.0, 0.0], [1.9009036, 1.6120845, -0.57542485, 21.0, 1.0], [1.927325, 1.6339135, -0.49114239, 7.0, 2.0], [1.8510321, 1.5598185, -0.64860052, 8.0, 0.0], [1.9199355, 1.6167359, -0.57947397, 11.0, 1.0], [1.8707923, 1.5542651, -0.6517064, 4.0, 0.0]]"
115,Blue,"[[8.1662893, -1.4516969, -0.72565866, 0.0, 5.0], [8.1219645, -1.4730825, -0.72217244, 6.0, 5.0], [8.1050177, -1.4992501, -0.72112656, 1.0, 5.0], [8.2081013, -1.3691473, -1.0217527, 1.0, 4.0], [8.0645723, -1.3727087, -1.0044472, 6.0, 4.0], [8.0440855, -1.3981314, -1.0024973, 10.0, 4.0], [8.0176563, -1.4223877, -0.99981618, 20.0, 4.0], [8.0262575, -1.5398033, -1.0034722, 8.0, 4.0], [8.0461597, -1.5727612, -1.0066408, 2.0, 4.0]]"
116,Blue,"[[3.5872371, 1.3141629, -0.60508859, 1.0, 3.0], [3.56023, 1.2901924, -0.59976977, 12.0, 3.0], [3.5775051, 1.2830461, -0.60195988, 41.0, 3.0], [3.5801005, 1.2698891, -0.60164702, 45.0, 3.0], [3.5789185, 1.2554255, -0.60070843, 27.0, 3.0], [3.6019421, 1.2493975, -0.60383707, 4.0, 3.0], [3.5072219, 1.3850703, -0.87056065, 3.0, 1.0], [3.4775507, 1.3593385, -0.86201251, 9.0, 1.0], [3.4804573, 1.3464873, -0.86156261, 13.0, 1.0], [3.4721646, 1.3300593, -0.85841328, 15.0, 1.0], [3.4667687, 1.3003117, -0.85481405, 19.0, 1.0], [3.5481994, 1.329442, -0.73652273, 6.0, 2.0], [3.4715109, 1.2875973, -0.85481405, 22.0, 1.0], [3.5307288, 1.3088586, -0.73194337, 34.0, 2.0], [3.4723256, 1.2741281, -0.85391426, 25.0, 1.0], [3.5426486, 1.2992307, -0.73346978, 61.0, 2.0], [3.4822474, 1.2639952, -0.85526401, 27.0, 1.0], [3.5379345, 1.2835081, -0.73156172, 74.0, 2.0], [3.4754162, 1.2484868, -0.85256457, 30.0, 1.0], [3.5331531, 1.2678375, -0.7296536, 78.0, 2.0], [3.4889345, 1.2396088, -0.85481405, 29.0, 1.0], [3.5410383, 1.2574271, -0.73041683, 79.0, 2.0], [3.5024323, 1.2306551, -0.85706359, 25.0, 1.0], [3.5361447, 1.2418053, -0.72850877, 68.0, 2.0], [3.5122294, 1.2203397, -0.85841328, 22.0, 1.0], [3.5515857, 1.2333177, -0.73079848, 42.0, 2.0], [3.5291576, 1.2131194, -0.86156261, 16.0, 1.0], [3.5744369, 1.2272907, -0.73461467, 14.0, 2.0], [3.518609, 1.1957788, -0.85796338, 10.0, 1.0], [3.5246091, 1.1841091, -0.85841328, 6.0, 1.0], [3.5437222, 1.1760925, -0.86201251, 4.0, 1.0], [3.6015038, 1.1813298, -0.87505966, 1.0, 1.0]]"
117,Blue,"[[1.927229, 1.7971696, -0.41736722, 1.0, 3.0], [1.9138169, 1.7709737, -0.41298702, 11.0, 3.0], [1.9284055, 1.7726381, -0.41486427, 36.0, 3.0], [1.9316632, 1.7632328, -0.41423854, 50.0, 3.0], [1.9378059, 1.7564797, -0.41423854, 73.0, 3.0], [1.9409882, 1.747062, -0.41361275, 64.0, 3.0], [1.9349908, 1.7300819, -0.41110981, 40.0, 3.0], [1.9454502, 1.7272512, -0.41204843, 24.0, 3.0], [1.9618396, 1.7295948, -0.41423854, 7.0, 3.0], [1.887902, 1.7984539, -0.60196906, 7.0, 1.0], [1.8224182, 1.7251832, -0.67241186, 7.0, 0.0], [1.8740391, 1.7734317, -0.59567046, 16.0, 1.0], [1.8871948, 1.7846311, -0.50488061, 1.0, 2.0], [1.8351648, 1.7257489, -0.67500007, 9.0, 0.0], [1.8745381, 1.7615405, -0.59387082, 24.0, 1.0], [1.9059795, 1.790462, -0.50831515, 10.0, 2.0], [1.8256468, 1.7048285, -0.6693061, 12.0, 0.0], [1.8789451, 1.7539843, -0.59342092, 29.0, 1.0], [1.9107826, 1.7824584, -0.50793356, 38.0, 2.0], [1.8375496, 1.7033794, -0.67137665, 17.0, 0.0], [1.8828065, 1.7441087, -0.59252113, 35.0, 1.0], [1.9086595, 1.76744, -0.50564384, 54.0, 2.0], [1.836378, 1.6904124, -0.66878843, 20.0, 0.0], [1.8785423, 1.7286181, -0.5893718, 43.0, 1.0], [1.9133728, 1.7594374, -0.50526226, 63.0, 2.0], [1.8462511, 1.688224, -0.67034137, 22.0, 0.0], [1.8845645, 1.7220507, -0.5893718, 47.0, 1.0], [1.9119492, 1.7464616, -0.50335413, 66.0, 2.0], [1.8507023, 1.6804708, -0.66982371, 24.0, 0.0], [1.8963364, 1.7207003, -0.59117138, 82.0, 1.0], [1.9064003, 1.7292254, -0.50030124, 76.0, 2.0], [1.8551226, 1.6727061, -0.6693061, 25.0, 0.0], [1.8907491, 1.703635, -0.58757222, 90.0, 1.0], [1.9138839, 1.7238737, -0.50068283, 72.0, 2.0], [1.8595104, 1.6649321, -0.66878843, 24.0, 0.0], [1.9123611, 1.7116513, -0.59252113, 50.0, 1.0], [1.9286696, 1.725036, -0.50297254, 68.0, 2.0], [1.8736829, 1.6664594, -0.67189431, 20.0, 0.0], [1.9124984, 1.6997868, -0.59072149, 40.0, 1.0], [1.937315, 1.7212381, -0.50373578, 59.0, 2.0], [1.8838323, 1.6637458, -0.67344719, 18.0, 0.0], [1.9257252, 1.6995484, -0.59297103, 35.0, 1.0], [1.9477279, 1.7183622, -0.50488061, 51.0, 2.0], [1.8896289, 1.6571594, -0.67344719, 15.0, 0.0], [1.9316458, 1.6928164, -0.59297103, 25.0, 1.0], [1.9566681, 1.7141397, -0.50564384, 33.0, 2.0], [1.8881161, 1.6442111, -0.67085898, 10.0, 0.0], [1.9551841, 1.701414, -0.59836984, 20.0, 1.0], [1.9685634, 1.7124547, -0.50717038, 9.0, 2.0], [1.8982284, 1.6414003, -0.67241186, 7.0, 0.0], [1.9743817, 1.7060462, -0.60241896, 12.0, 1.0], [2.0468783, 1.7562468, -0.62266457, 5.0, 1.0]]"
118,Blue,"[[6.8783536, -1.4771028, -0.86381, 1.0, 4.0], [6.7893691, -1.4084824, -0.85137933, 13.0, 4.0], [6.8018913, -1.4358633, -0.85357296, 17.0, 4.0], [6.8020048, -1.5079682, -1.1034888, 1.0, 3.0]]"
119,Blue,"[[5.1324072, 0.69393027, -0.63591433, 10.0, 4.0], [5.1426706, 0.67704564, -0.63688928, 29.0, 4.0], [5.1272812, 0.65682113, -0.63469559, 15.0, 4.0], [5.0766668, 0.72432405, -0.81220788, 9.0, 3.0], [5.0948157, 0.70877731, -0.8147108, 26.0, 3.0], [5.0776844, 0.68833375, -0.81158209, 35.0, 3.0], [5.0800557, 0.6706087, -0.81158209, 39.0, 3.0], [5.0921626, 0.65412903, -0.81314647, 35.0, 3.0], [5.0984459, 0.63595098, -0.81377214, 22.0, 3.0], [5.102488, 0.61927706, -0.81408507, 9.0, 3.0]]"
120,Blue,"[[7.1920047, -0.51552927, -0.63083327, 2.0, 5.0], [7.2299919, -0.54235685, -0.63431948, 0.0, 5.0], [7.2203383, -0.43908504, -0.88818389, 1.0, 4.0], [7.1514077, -0.45995402, -0.8798967, 12.0, 4.0], [7.1516542, -0.48629686, -0.88014042, 24.0, 4.0], [7.1460419, -0.50972748, -0.87965298, 31.0, 4.0], [7.1461987, -0.5348168, -0.8798967, 26.0, 4.0], [7.1482463, -0.56006861, -0.88038421, 12.0, 4.0], [7.1858177, -0.58825648, -0.88525897, 1.0, 4.0]]"
121,Blue,"[[2.2703865, 1.7071344, -0.44990557, 1.0, 3.0], [2.2858293, 1.7062892, -0.45178279, 9.0, 3.0], [2.2838361, 1.6924186, -0.45021844, 28.0, 3.0], [2.2913215, 1.685606, -0.4505313, 41.0, 3.0], [2.2841377, 1.6686767, -0.44802836, 48.0, 3.0], [2.2867501, 1.6583745, -0.44740263, 49.0, 3.0], [2.2909219, 1.6492274, -0.44708973, 30.0, 3.0], [2.3111286, 1.6515589, -0.44990557, 16.0, 3.0], [2.3313804, 1.6537666, -0.45272139, 1.0, 3.0], [2.2462533, 1.7398628, -0.65595734, 4.0, 1.0], [2.2337759, 1.7177556, -0.65055853, 11.0, 1.0], [2.2647228, 1.7409263, -0.55525422, 1.0, 2.0], [2.2211707, 1.6957577, -0.64515966, 20.0, 1.0], [2.2426941, 1.7115704, -0.54838508, 2.0, 2.0], [2.2252288, 1.6872058, -0.64470977, 25.0, 1.0], [2.25335, 1.7072878, -0.54952991, 18.0, 2.0], [2.2233202, 1.6735677, -0.64246029, 31.0, 1.0], [2.2652731, 1.7045293, -0.55105644, 41.0, 2.0], [2.2197821, 1.658798, -0.63976085, 35.0, 1.0], [2.2664909, 1.693086, -0.54991156, 55.0, 2.0], [2.2286894, 1.6533608, -0.64066064, 44.0, 1.0], [2.2550411, 1.6722997, -0.54571378, 65.0, 2.0], [2.2281711, 1.6409483, -0.63886106, 50.0, 1.0], [2.2577024, 1.6620907, -0.54495054, 70.0, 2.0], [2.2367461, 1.6358515, -0.63976085, 54.0, 1.0], [2.2584467, 1.6511191, -0.54380566, 73.0, 2.0], [2.2424421, 1.6280344, -0.63976085, 45.0, 1.0], [2.2705524, 1.6478375, -0.54533213, 73.0, 2.0], [2.2481117, 1.6201963, -0.63976085, 35.0, 1.0], [2.2778833, 1.6410499, -0.54571378, 66.0, 2.0], [2.264847, 1.6202775, -0.64291012, 30.0, 1.0], [2.2851951, 1.6342303, -0.54609537, 57.0, 2.0], [2.2736673, 1.6146181, -0.64380997, 23.0, 1.0], [2.2988906, 1.631925, -0.54800349, 42.0, 2.0], [2.2917502, 1.6160529, -0.64740914, 17.0, 1.0], [2.3061776, 1.6250216, -0.54838508, 15.0, 2.0], [2.30057, 1.610279, -0.64830899, 9.0, 1.0], [2.340508, 1.6376249, -0.55525422, 1.0, 2.0], [2.3893981, 1.6600564, -0.67170388, 3.0, 1.0]]"
122,Blue,"[[7.2995763, -0.3084954, -0.63920021, 1.0, 5.0], [7.4417572, -0.34053129, -0.65175062, 0.0, 5.0], [7.3292727, -0.23161215, -0.90037078, 1.0, 4.0], [7.2609677, -0.25482744, -0.89208364, 11.0, 4.0], [7.2609954, -0.30559537, -0.89232743, 28.0, 4.0], [7.2718401, -0.33021232, -0.89378983, 20.0, 4.0], [7.2746706, -0.35451806, -0.89427733, 10.0, 4.0]]"
123,Blue,"[[8.0735073, -1.3568367, -0.71624589, 3.0, 5.0], [8.0586615, -1.3847314, -0.71537429, 9.0, 5.0], [8.0910645, -1.4193939, -0.71868622, 1.0, 5.0], [7.9730487, -1.2813576, -0.99152911, 3.0, 4.0], [8.0155382, -1.3169045, -0.99737877, 1.0, 4.0]]"
124,Blue,"[[4.0201182, 1.203801, -0.51526362, 1.0, 4.0], [3.9650793, 1.1730051, -0.50770777, 8.0, 4.0], [3.9748662, 1.1608256, -0.50843894, 6.0, 4.0], [3.994153, 1.1513431, -0.51038885, 1.0, 4.0], [3.8848038, 1.1662376, -0.78842276, 49.0, 2.0], [3.9300153, 1.178313, -0.64982885, 79.0, 3.0], [3.890734, 1.1532271, -0.78880447, 56.0, 2.0], [3.9357948, 1.165836, -0.65014172, 79.0, 3.0], [3.9001894, 1.1419744, -0.7899493, 42.0, 2.0], [3.926568, 1.1482102, -0.6479516, 73.0, 3.0], [3.923013, 1.1338032, -0.79376549, 38.0, 2.0], [3.9324505, 1.1350437, -0.64826447, 55.0, 3.0], [3.9288342, 1.1206418, -0.79414707, 29.0, 2.0], [3.9610863, 1.1283442, -0.65233177, 25.0, 3.0], [3.936502, 1.1079834, -0.79491037, 19.0, 2.0], [3.993526, 1.1225295, -0.65702486, 1.0, 3.0], [3.9498034, 1.0968632, -0.79681838, 7.0, 2.0], [3.951715, 1.0825495, -0.79643679, 1.0, 2.0], [4.0540247, 1.0953788, -0.81628096, 1.0, 2.0], [3.9281487, 1.2839184, -0.80330586, 5.0, 2.0], [3.9120569, 1.2635602, -0.79910809, 14.0, 2.0], [3.8939991, 1.2427348, -0.79452866, 14.0, 2.0], [3.8906105, 1.2274512, -0.79300219, 15.0, 2.0], [3.8873744, 1.2115254, -0.79147577, 26.0, 2.0], [3.9266772, 1.2230247, -0.65139318, 3.0, 3.0], [3.8897026, 1.1973736, -0.79109418, 35.0, 2.0], [3.9254694, 1.2068819, -0.65045458, 25.0, 3.0], [3.8901017, 1.1826456, -0.79033089, 40.0, 2.0], [3.9315481, 1.1937469, -0.65076745, 64.0, 3.0]]"
125,Blue,"[[3.4104767, 1.2568389, -0.57567888, 2.0, 3.0], [3.4037075, 1.2408677, -0.5738017, 20.0, 3.0], [3.4080181, 1.2289796, -0.5738017, 37.0, 3.0], [3.4029846, 1.2137569, -0.57223737, 50.0, 3.0], [3.4181678, 1.2064093, -0.57411456, 45.0, 3.0], [3.4130318, 1.191218, -0.57255018, 27.0, 3.0], [3.4451792, 1.1889625, -0.57724321, 6.0, 3.0], [3.2996638, 1.2573813, -0.81522268, 9.0, 1.0], [3.3988945, 1.2802695, -0.70599335, 4.0, 2.0], [3.3886254, 1.262913, -0.7029404, 21.0, 2.0], [3.3782766, 1.245644, -0.69988745, 37.0, 2.0], [3.3768566, 1.2324142, -0.69874257, 43.0, 2.0], [3.306443, 1.1943069, -0.81162345, 29.0, 1.0], [3.3737516, 1.2179518, -0.69721615, 48.0, 2.0], [3.2995811, 1.1788232, -0.80892408, 33.0, 1.0], [3.3853779, 1.2088094, -0.69874257, 61.0, 2.0], [3.3108215, 1.1704723, -0.81072366, 30.0, 1.0], [3.3895767, 1.1969855, -0.69874257, 49.0, 2.0], [3.316726, 1.1595535, -0.81117356, 25.0, 1.0], [3.3842607, 1.1824998, -0.6968345, 39.0, 2.0], [3.3244371, 1.1492416, -0.81207335, 24.0, 1.0], [3.3920794, 1.1719606, -0.69759774, 28.0, 2.0], [3.3413367, 1.142041, -0.81522268, 20.0, 1.0], [3.4128697, 1.1658269, -0.70103228, 13.0, 2.0], [3.337918, 1.127876, -0.8134231, 15.0, 1.0], [3.3529251, 1.1199211, -0.81612247, 12.0, 1.0], [3.3679166, 1.1118765, -0.81882185, 9.0, 1.0], [3.383086, 1.1031489, -0.82152128, 6.0, 1.0]]"
126,Blue,"[[1.8762087, 1.7879376, -0.41048408, 6.0, 3.0], [1.9071265, 1.7549211, -0.41048408, 51.0, 3.0], [1.9071032, 1.7432564, -0.40923262, 33.0, 3.0], [1.8959281, 1.8187648, -0.41611573, 1.0, 3.0], [1.8907343, 1.7898543, -0.41236129, 27.0, 3.0], [1.901288, 1.787303, -0.41329992, 43.0, 3.0], [1.9060718, 1.779307, -0.41298702, 57.0, 3.0], [1.914029, 1.773652, -0.41329992, 78.0, 3.0], [1.9245728, 1.7475466, -0.41173556, 18.0, 3.0], [1.9570689, 1.7646279, -0.41736722, 1.0, 3.0], [1.8450481, 1.7979939, -0.59477061, 11.0, 1.0], [1.8002582, 1.742745, -0.67137665, 8.0, 0.0], [1.8446221, 1.7844452, -0.59252113, 20.0, 1.0], [1.8646345, 1.8025451, -0.50411743, 5.0, 2.0], [1.7996684, 1.7294427, -0.66878843, 10.0, 0.0], [1.8511505, 1.7776718, -0.59252113, 27.0, 1.0], [1.8694985, 1.7946659, -0.50373578, 27.0, 2.0], [1.7984072, 1.7167948, -0.66620022, 14.0, 0.0], [1.8499856, 1.7647973, -0.59027159, 32.0, 1.0], [1.809697, 1.7161393, -0.66827077, 17.0, 0.0], [1.8473396, 1.7506117, -0.58757222, 37.0, 1.0], [1.8856359, 1.7862781, -0.50488061, 60.0, 2.0], [1.8142707, 1.708487, -0.66775316, 21.0, 0.0], [1.8477628, 1.7388099, -0.58577257, 44.0, 1.0], [1.88614, 1.7743037, -0.50335413, 67.0, 2.0], [1.8216339, 1.7034634, -0.66827077, 24.0, 0.0], [1.8623645, 1.7403321, -0.58847201, 54.0, 1.0], [1.8794099, 1.755648, -0.49991959, 70.0, 2.0], [1.8222023, 1.6915178, -0.66620022, 25.0, 0.0], [1.8569993, 1.7232175, -0.58487278, 97.0, 1.0], [1.887272, 1.7500821, -0.50030124, 76.0, 2.0], [1.8280953, 1.685147, -0.66620022, 25.0, 0.0], [1.8747705, 1.7269608, -0.58847201, 67.0, 1.0], [1.8962575, 1.7461438, -0.50106448, 74.0, 2.0], [1.833673, 1.6790761, -0.66620022, 23.0, 0.0], [1.879048, 1.7194201, -0.58802211, 47.0, 1.0], [1.9005885, 1.7385212, -0.50068283, 61.0, 2.0], [1.846377, 1.6794852, -0.66878843, 20.0, 0.0], [1.8890661, 1.7171112, -0.5893718, 38.0, 1.0], [1.915062, 1.7401304, -0.50297254, 56.0, 2.0], [1.857963, 1.6782091, -0.67085898, 16.0, 0.0], [1.8979421, 1.7131176, -0.59027159, 34.0, 1.0], [1.9211249, 1.7334346, -0.50297254, 43.0, 2.0], [1.8537426, 1.6626844, -0.66723549, 12.0, 0.0], [1.9111657, 1.7129859, -0.59252113, 24.0, 1.0], [1.9346017, 1.7218519, -0.59791994, 19.0, 1.0], [1.9405133, 1.7265053, -0.50488061, 1.0, 2.0], [1.8863735, 1.850502, -0.61006731, 5.0, 1.0], [1.8777059, 1.8285432, -0.50946003, 1.0, 2.0], [1.882544, 1.7952306, -0.50564384, 49.0, 2.0], [1.9373988, 1.7358891, -0.50564384, 22.0, 2.0], [1.9537423, 1.7267026, -0.60196906, 8.0, 1.0]]"
127,Blue,"[[4.1904101, 1.2158405, -0.53573769, 1.0, 4.0], [4.1850863, 1.1984742, -0.53451896, 19.0, 4.0], [4.1987958, 1.1865562, -0.53573769, 35.0, 4.0], [4.2086482, 1.1734928, -0.53646892, 34.0, 4.0], [4.1954937, 1.1540552, -0.53427523, 8.0, 4.0], [4.1476688, 1.2364737, -0.68549597, 9.0, 3.0], [4.1538548, 1.2225448, -0.68580878, 36.0, 3.0], [4.1656837, 1.2102449, -0.68706024, 64.0, 3.0], [4.1660857, 1.1946065, -0.68643451, 73.0, 3.0], [4.1531234, 1.175217, -0.68361872, 76.0, 3.0], [4.0953617, 1.144987, -0.82658464, 15.0, 2.0], [4.1552978, 1.1601804, -0.6833058, 64.0, 3.0], [4.0974407, 1.1301634, -0.82620305, 15.0, 2.0], [4.1631317, 1.1467167, -0.68393159, 45.0, 3.0], [4.1032553, 1.1163681, -0.82658464, 11.0, 2.0], [4.1861715, 1.1373577, -0.68706024, 16.0, 3.0], [4.1090231, 1.1025479, -0.82696623, 11.0, 2.0], [4.1202478, 1.0909265, -0.82849264, 5.0, 2.0], [4.1202321, 1.0755448, -0.82772946, 3.0, 2.0]]"
